"統計名：","平成28年社会生活基本調査 調査票Ａに基づく結果 生活時間に関する結果 生活時間編（全国）"
"表番号：","1-1"
"表題：","曜日,男女,ふだんの就業状態,スマートフォン・パソコンなどの使用時間,年齢,行動の種類別総平均時間(15歳以上)－全国"
"実施年月：","2016年","10月"

"表章項目","曜日4_071_2016A","男女3_001_2016A","時間軸(年次)","ふだんの就業状態9_007_2016A","スマートフォン・PCなどの使用時間8_085_2016A","年齢20_002_2016A","/行動の種類24_074_2016A","サンプルサイズ","推定人口【千人】","00_総数【分】","01_睡眠【分】","02_身の回りの用事【分】","03_食事【分】","04_通勤・通学【分】","05_仕事【分】","06_学業【分】","07_家事【分】","08_介護・看護【分】","09_育児【分】","10_買い物【分】","11_移動(通勤・通学を除く)【分】","12_テレビ・ラジオ・新聞・雑誌【分】","13_休養・くつろぎ【分】","14_学習・自己啓発・訓練(学業以外)【分】","15_趣味・娯楽【分】","16_スポーツ【分】","17_ボランティア活動・社会参加活動【分】","18_交際・付き合い【分】","19_受診・療養【分】","20_その他【分】","R1_（再掲）１次活動【分】","R2_（再掲）２次活動【分】","R3_（再掲）３次活動【分】"
"総平均時間","1_週全体","0_総数","2016年","0_総数","22_１～３時間未満","R4_(再掲)75歳以上","","1,505","504","1,440","471","92","127","6","32","2","97","6","2","31","36","236","95","30","73","30","13","17","14","31","690","176","573"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","00_総数","","30,694","12,011","1,440","446","76","91","46","243","59","56","2","21","24","30","90","108","16","77","12","3","19","4","15","614","452","374"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","01_15～19歳","","4,565","1,562","1,440","456","73","87","64","45","308","7","0","1","11","24","57","124","37","72","34","2","20","3","16","615","437","388"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","02_20～24歳","","3,641","1,820","1,440","473","74","87","59","243","99","13","0","7","20","31","51","116","26","84","15","1","27","2","11","634","441","365"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","03_25～29歳","","3,411","1,630","1,440","465","73","85","48","320","11","37","1","36","21","30","58","106","9","91","5","2","25","2","13","623","475","342"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","04_30～34歳","","3,432","1,495","1,440","452","75","87","47","307","3","58","3","57","26","29","69","105","11","69","5","2","17","3","13","614","502","325"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","05_35～39歳","","3,282","1,239","1,440","444","77","98","38","291","2","79","4","50","25","31","85","104","8","62","5","2","17","6","13","618","489","332"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","06_40～44歳","","3,446","1,303","1,440","428","76","90","44","322","2","83","3","19","27","33","88","109","8","67","6","3","12","4","13","595","501","344"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","07_45～49歳","","2,666","946","1,440","414","78","90","43","295","2","102","3","4","29","31","117","105","4","72","6","4","14","7","19","583","478","379"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","08_50～54歳","","1,866","596","1,440","412","80","96","44","293","4","97","2","2","31","36","132","93","11","62","7","3","15","5","15","588","473","379"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","09_55～59歳","","1,323","407","1,440","397","94","96","34","244","2","109","8","5","29","37","162","93","13","70","9","2","14","5","18","587","431","422"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","10_60～64歳","","1,049","340","1,440","415","79","105","25","189","2","100","4","3","34","30","201","86","15","88","15","4","21","5","20","599","356","484"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","11_65～69歳","","1,003","326","1,440","446","88","116","14","90","0","80","3","7","27","34","224","83","25","112","28","11","16","7","27","650","222","568"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","12_70～74歳","","482","165","1,440","453","70","121","4","54","1","81","2","3","35","40","219","89","30","111","29","18","26","12","42","644","181","616"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","13_75～79歳","","335","110","1,440","455","82","122","13","64","1","75","1","0","35","23","243","105","24","107","19","14","13","14","29","659","190","592"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","14_80～84歳","","155","56","1,440","474","108","123","1","13","0","63","4","0","39","46","231","67","34","128","25","23","25","9","25","705","121","614"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","15_85歳以上","","38","13","1,440","497","97","143","-","6","1","38","7","-","34","24","264","132","16","96","29","4","5","14","35","737","85","618"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","R1_(再掲)20歳以上","","26,129","10,449","1,440","445","77","92","44","273","21","63","3","24","26","31","94","105","13","77","9","3","19","5","15","614","454","372"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","R2_(再掲)35歳以上","","15,645","5,503","1,440","428","80","97","37","261","2","89","4","18","28","33","126","101","11","73","9","5","15","6","17","605","439","396"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","R3_(再掲)65歳以上","","2,013","671","1,440","452","83","119","10","70","1","78","3","4","31","34","226","88","28","112","26","15","19","10","32","654","197","589"
"総平均時間","1_週全体","0_総数","2016年","0_総数","23_３～６時間未満","R4_(再掲)75歳以上","","528","180","1,440","462","86","123","10","48","1","70","3","0","35","28","235","99","30","115","18","19","16","14","30","671","166","603"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","00_総数","","12,268","4,579","1,440","461","74","85","43","197","70","40","2","14","22","29","87","121","16","121","9","2","24","6","15","620","389","431"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","01_15～19歳","","2,587","832","1,440","473","69","83","62","64","247","8","0","0","12","24","66","136","24","105","18","1","29","7","13","624","394","422"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","02_20～24歳","","2,180","1,014","1,440","491","74","80","49","168","101","16","0","8","18","29","55","130","23","142","7","2","34","3","11","646","359","436"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","03_25～29歳","","1,728","695","1,440","479","77","80","39","237","10","41","2","22","31","35","75","115","11","140","3","1","22","6","16","636","381","423"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","04_30～34歳","","1,370","548","1,440","442","76","84","36","296","2","51","3","38","25","34","60","122","12","113","5","1","17","11","13","601","452","388"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","05_35～39歳","","1,026","386","1,440","428","75","88","48","285","2","57","2","32","24","30","102","112","6","106","5","2","12","8","17","591","449","399"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","06_40～44歳","","985","303","1,440","447","68","84","28","242","4","70","1","12","29","25","121","125","10","127","8","2","13","11","9","599","387","454"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","07_45～49歳","","803","292","1,440","426","74","91","36","270","2","74","2","7","25","23","126","106","13","119","10","1","22","4","9","590","416","434"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","08_50～54歳","","505","160","1,440","411","86","93","43","286","5","78","7","2","29","28","109","106","5","86","10","1","24","4","25","590","451","398"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","09_55～59歳","","356","119","1,440","430","63","96","25","187","4","104","8","3","28","28","188","105","7","88","10","10","17","6","33","589","359","491"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","10_60～64歳","","254","72","1,440","425","64","98","19","145","5","75","2","1","32","38","209","72","27","146","7","2","12","9","52","586","280","574"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","11_65～69歳","","226","73","1,440","436","69","111","12","119","0","85","3","2","21","19","218","84","29","130","28","7","14","18","35","615","242","583"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","12_70～74歳","","118","42","1,440","445","106","135","3","68","0","34","7","4","28","27","213","91","21","125","23","41","8","19","42","686","144","610"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","13_75～79歳","","84","31","1,440","447","58","117","40","37","2","57","-","-","30","28","288","54","50","109","39","8","45","14","17","622","165","653"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","14_80～84歳","","34","10","1,440","444","50","105","0","42","-","79","-","-","46","18","180","81","61","245","8","2","49","11","19","599","167","674"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","15_85歳以上","","12","2","1,440","482","125","108","8","49","3","119","2","1","11","3","292","79","4","67","48","30","6","-","2","716","193","531"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","R1_(再掲)20歳以上","","9,681","3,746","1,440","458","75","86","39","227","32","48","2","17","25","30","91","118","15","125","7","2","22","6","16","619","389","433"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","R2_(再掲)35歳以上","","4,403","1,489","1,440","432","74","93","34","237","3","71","3","13","27","27","136","110","11","111","10","4","17","7","20","599","388","454"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","R3_(再掲)65歳以上","","474","158","1,440","442","75","120","11","88","1","72","3","2","27","23","232","80","28","126","27","16","15","16","36","638","204","598"
"総平均時間","1_週全体","0_総数","2016年","0_総数","24_６～12時間未満","R4_(再掲)75歳以上","","130","43","1,440","449","59","118","13","43","1","77","0","0","36","28","265","61","53","125","31","8","41","13","18","626","171","644"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","00_総数","","3,729","1,491","1,440","457","69","84","38","186","62","32","1","11","21","27","66","114","16","182","9","2","30","5","26","610","352","477"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","01_15～19歳","","843","270","1,440","474","61","81","45","79","177","7","0","3","12","24","53","155","35","151","19","3","36","1","25","616","324","500"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","02_20～24歳","","804","384","1,440","478","70","79","54","147","103","14","0","6","24","26","49","113","9","204","7","2","39","4","12","627","348","465"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","03_25～29歳","","533","246","1,440","473","76","101","32","200","9","27","0","13","18","36","57","118","14","220","4","0","27","5","8","651","299","490"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","04_30～34歳","","386","137","1,440","470","65","79","22","248","10","53","3","35","19","21","58","97","21","182","7","3","29","2","16","614","390","436"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","05_35～39歳","","289","149","1,440","430","59","70","32","357","1","46","0","22","16","22","66","87","3","173","8","1","33","5","8","559","474","407"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","06_40～44歳","","298","114","1,440","410","74","80","30","265","1","69","0","17","32","27","90","92","10","192","6","3","13","11","17","564","414","461"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","07_45～49歳","","211","90","1,440","394","85","82","23","172","0","69","2","6","38","29","81","80","13","143","14","1","14","3","191","561","311","569"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","08_50～54歳","","129","29","1,440","423","74","90","39","250","2","75","0","12","32","41","95","94","15","162","16","2","6","4","7","587","411","442"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","09_55～59歳","","94","35","1,440","425","60","108","23","128","0","94","17","0","26","22","123","172","26","86","3","1","6","8","111","594","288","558"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","10_60～64歳","","56","18","1,440","397","75","114","40","279","0","29","1","-","15","38","84","87","2","147","5","2","56","35","34","585","364","490"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","11_65～69歳","","54","12","1,440","436","59","107","2","46","-","47","4","-","16","12","324","70","15","167","2","11","3","6","111","602","116","722"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","12_70～74歳","","12","3","1,440","435","47","127","-","-","-","23","-","-","10","208","229","125","4","178","6","-","48","-","-","610","33","797"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","13_75～79歳","","12","2","1,440","430","69","149","-","1","4","83","-","-","4","4","314","114","77","46","136","-","2","-","7","648","92","700"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","14_80～84歳","","8","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","15_85歳以上","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","R1_(再掲)20歳以上","","2,886","1,222","1,440","453","71","85","37","209","36","38","2","13","24","28","68","106","12","189","7","2","29","6","26","609","358","473"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","R2_(再掲)35歳以上","","1,163","456","1,440","419","71","83","28","255","1","61","3","12","27","28","94","97","10","162","9","2","21","9","49","574","387","480"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","R3_(再掲)65歳以上","","86","21","1,440","463","56","111","2","39","0","67","2","-","16","29","286","91","23","145","27","6","6","5","66","630","127","683"
"総平均時間","1_週全体","0_総数","2016年","0_総数","25_12時間以上","R4_(再掲)75歳以上","","20","5","1,440","490","48","135","4","50","1","80","-","-","24","27","335","90","26","52","49","-","2","2","25","674","158","608"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","00_総数","","202,377","67,291","1,440","443","79","94","48","355","10","63","2","14","22","29","100","86","6","40","8","3","17","5","14","616","515","310"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","01_15～19歳","","3,225","1,214","1,440","465","78","83","69","180","188","7","0","1","16","31","53","117","17","64","15","2","31","3","19","626","461","353"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","02_20～24歳","","9,680","4,376","1,440","472","75","84","59","324","65","11","0","4","17","28","53","107","13","75","8","2","29","2","11","631","481","328"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","03_25～29歳","","11,976","5,361","1,440","463","73","84","56","391","5","24","1","19","19","30","55","101","8","67","5","2","23","3","9","621","515","304"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","04_30～34歳","","14,499","6,041","1,440","457","74","85","52","387","3","45","2","42","21","30","58","90","7","47","6","2","18","4","11","617","552","271"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","05_35～39歳","","17,988","6,758","1,440","444","78","90","50","390","2","57","2","39","22","31","66","85","5","38","7","3","15","4","13","611","561","267"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","06_40～44歳","","24,000","8,228","1,440","435","79","90","50","385","3","74","2","18","22","30","79","88","5","36","8","4","15","4","13","603","555","282"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","07_45～49歳","","23,274","8,037","1,440","422","80","92","51","383","3","85","3","6","23","27","96","87","5","32","8","3","14","4","16","594","555","292"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","08_50～54歳","","21,213","6,756","1,440","419","81","94","50","389","3","79","3","3","24","29","107","80","6","28","8","3","14","5","13","594","553","293"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","09_55～59歳","","21,373","6,083","1,440","420","80","98","48","366","3","78","5","2","26","30","129","78","5","27","9","4","14","5","15","598","527","315"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","10_60～64歳","","20,350","5,366","1,440","437","80","104","41","324","2","75","4","4","24","31","153","73","5","31","10","4","15","6","17","621","475","344"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","11_65～69歳","","18,163","4,816","1,440","451","82","110","32","280","2","74","3","3","26","29","173","75","6","36","12","5","14","6","19","643","421","375"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","12_70～74歳","","8,324","2,171","1,440","465","86","117","24","252","3","74","4","2","23","27","174","78","6","37","15","8","17","9","19","668","382","391"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","13_75～79歳","","5,002","1,278","1,440","480","86","122","19","237","3","77","2","1","23","22","184","81","7","32","14","7","17","9","19","688","361","391"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","14_80～84歳","","2,386","585","1,440","504","87","128","13","200","3","69","2","1","21","23","199","97","8","24","11","5","15","10","17","719","309","412"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","15_85歳以上","","924","220","1,440","527","98","123","9","197","4","60","4","1","13","14","195","121","5","13","8","4","13","18","17","748","287","405"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","R1_(再掲)20歳以上","","199,152","66,077","1,440","442","79","94","47","359","7","64","3","14","23","29","101","86","6","39","8","3","17","5","14","616","516","309"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","R3_(再掲)65歳以上","","34,799","9,071","1,440","464","84","115","27","260","3","74","3","2","24","27","177","79","6","34","13","6","15","8","19","663","393","384"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","0_総数","R4_(再掲)75歳以上","","8,312","2,084","1,440","492","87","124","16","222","3","72","3","1","22","21","190","90","7","28","13","6","16","10","18","703","339","399"
"総平均時間","1_週全体","0_総数","2016年","1_有業者","1_使用しなかった","00_総数","","73,090","19,733","1,440","455","81","102","39","349","4","66","3","6","22","23","135","80","4","25","8","4","13","6","16","638","489","313"
