"統計名：","平成28年社会生活基本調査 調査票Ａに基づく結果 生活時間に関する結果 生活時間編（全国）"
"表番号：","1-1"
"表題：","曜日,男女,ふだんの就業状態,スマートフォン・パソコンなどの使用時間,年齢,行動の種類別総平均時間(15歳以上)－全国"
"実施年月：","2016年","10月"

"表章項目","曜日4_071_2016A","男女3_001_2016A","時間軸(年次)","ふだんの就業状態9_007_2016A","スマートフォン・PCなどの使用時間8_085_2016A","年齢20_002_2016A","/行動の種類24_074_2016A","サンプルサイズ","推定人口【千人】","00_総数【分】","01_睡眠【分】","02_身の回りの用事【分】","03_食事【分】","04_通勤・通学【分】","05_仕事【分】","06_学業【分】","07_家事【分】","08_介護・看護【分】","09_育児【分】","10_買い物【分】","11_移動(通勤・通学を除く)【分】","12_テレビ・ラジオ・新聞・雑誌【分】","13_休養・くつろぎ【分】","14_学習・自己啓発・訓練(学業以外)【分】","15_趣味・娯楽【分】","16_スポーツ【分】","17_ボランティア活動・社会参加活動【分】","18_交際・付き合い【分】","19_受診・療養【分】","20_その他【分】","R1_（再掲）１次活動【分】","R2_（再掲）２次活動【分】","R3_（再掲）３次活動【分】"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","00_総数","","794","826","1,440","497","100","106","4","6","12","103","8","13","34","37","177","122","23","84","6","9","21","30","48","703","180","556"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","01_15～19歳","","36","33","1,440","510","125","89","19","-","95","26","-","2","14","3","97","171","21","121","-","-","3","54","89","725","157","559"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","02_20～24歳","","62","84","1,440","588","93","81","10","4","8","29","3","8","24","38","96","135","40","139","3","-","52","33","54","763","86","591"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","03_25～29歳","","79","86","1,440","511","103","84","9","22","13","68","13","31","26","47","116","107","33","107","1","22","29","12","88","698","182","560"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","04_30～34歳","","63","65","1,440","499","74","102","1","4","1","81","-","6","41","40","166","118","38","209","2","-","8","2","49","675","133","632"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","05_35～39歳","","46","41","1,440","470","116","104","1","13","2","137","-","35","37","18","275","130","40","39","-","-","3","9","10","691","224","525"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","06_40～44歳","","39","62","1,440","458","88","106","1","-","65","119","15","23","30","20","218","123","15","77","4","-","12","24","40","652","254","534"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","07_45～49歳","","46","52","1,440","470","105","102","4","-","5","123","24","-","41","40","138","96","49","64","7","17","16","59","81","677","197","566"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","08_50～54歳","","65","76","1,440","488","111","124","1","3","0","80","10","-","34","25","217","113","14","51","3","1","16","83","65","723","127","590"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","09_55～59歳","","42","37","1,440","459","107","86","2","-","5","190","6","9","20","35","262","100","24","17","5","12","3","6","90","653","232","555"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","10_60～64歳","","46","40","1,440","417","145","109","3","5","1","163","19","33","75","64","154","71","6","73","4","23","10","5","58","671","300","470"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","11_65～69歳","","80","61","1,440","449","94","132","3","3","2","198","5","6","40","21","260","79","8","62","18","18","16","10","17","675","257","508"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","12_70～74歳","","62","85","1,440","493","99","118","0","2","3","113","2","8","48","69","213","95","11","55","14","12","27","44","14","710","176","554"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","13_75～79歳","","61","45","1,440","450","86","112","-","7","2","180","17","0","33","40","191","93","27","107","15","2","32","19","25","648","240","552"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","14_80～84歳","","41","27","1,440","515","104","120","1","-","0","136","2","6","27","20","222","159","2","46","9","22","5","16","28","739","171","530"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","15_85歳以上","","26","31","1,440","581","72","97","-","1","1","61","-","-","9","17","189","290","16","25","6","-","31","39","6","750","72","618"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","R1_(再掲)20歳以上","","758","793","1,440","496","101","106","3","6","7","107","8","14","35","38","180","120","23","83","6","9","22","29","47","703","180","557"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","R3_(再掲)65歳以上","","270","250","1,440","490","97","119","1","3","2","137","6","5","36","43","221","121","12","56","13","12","24","26","18","705","190","544"
"総平均時間","2_平日","2_女","2016年","23_その他","2_使用した","R4_(再掲)75歳以上","","128","104","1,440","507","87","113","0","4","1","135","9","3","25","29","192","165","17","66","11","6","22","26","22","708","177","555"
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","00_総数","","289","280","1,440","467","102","116","5","14","3","143","9","12","30","46","186","100","24","50","7","6","21","36","62","684","218","538"
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","01_15～19歳","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","02_20～24歳","","8","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","03_25～29歳","","8","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","04_30～34歳","","12","16","1,440","531","73","107","5","22","-","42","-","32","95","45","160","56","50","8","-","-","-","-","214","711","197","532"
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","05_35～39歳","","19","13","1,440","435","145","111","-","5","4","117","-","64","27","26","147","105","31","40","-","-","5","168","10","691","216","532"
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","06_40～44歳","","4","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","07_45～49歳","","18","22","1,440","433","109","87","0","-","6","120","16","-","35","62","116","130","53","44","8","-","34","70","115","629","178","633"
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","08_50～54歳","","26","41","1,440","467","173","113","1","0","-","108","26","-","25","22","135","93","27","65","11","-","22","96","59","752","160","528"
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","09_55～59歳","","22","21","1,440","431","127","99","1","-","4","285","-","13","27","57","180","92","32","20","2","19","4","6","42","656","329","455"
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","10_60～64歳","","27","21","1,440","393","115","115","-","8","1","184","20","16","43","114","195","74","1","68","1","3","5","5","79","623","272","545"
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","11_65～69歳","","41","29","1,440","449","82","125","7","4","4","205","4","12","42","16","263","74","12","51","10","21","36","9","13","656","277","507"
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","12_70～74歳","","39","46","1,440","494","111","114","0","-","8","162","1","12","37","85","166","68","4","40","17","8","45","43","25","719","220","501"
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","13_75～79歳","","33","25","1,440","451","68","111","-","11","1","202","3","0","34","29","213","105","14","155","3","-","13","8","19","630","252","558"
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","14_80～84歳","","19","10","1,440","545","67","97","2","-","-","93","-","9","12","32","244","153","-","89","0","14","4","11","68","709","116","615"
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","15_85歳以上","","13","19","1,440","586","99","106","-","-","-","25","-","-","6","24","172","281","27","24","9","-","21","56","3","791","31","618"
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","R1_(再掲)20歳以上","","289","280","1,440","467","102","116","5","14","3","143","9","12","30","46","186","100","24","50","7","6","21","36","62","684","218","538"
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","R3_(再掲)65歳以上","","145","129","1,440","499","92","113","2","4","3","149","1","7","30","49","204","113","11","60","10","10","28","32","21","704","197","539"
"総平均時間","2_平日","2_女","2016年","23_その他","21_１時間未満","R4_(再掲)75歳以上","","65","54","1,440","509","81","107","0","6","0","121","2","4","19","28","201","160","15","115","5","3","13","22","29","698","152","590"
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","00_総数","","252","253","1,440","499","100","105","4","2","26","92","13","15","34","35","152","138","17","82","7","21","12","37","51","704","186","550"
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","01_15～19歳","","11","11","1,440","493","205","79","50","-","240","8","-","-","-","2","81","76","6","13","-","-","-","49","137","776","298","365"
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","02_20～24歳","","9","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","03_25～29歳","","26","22","1,440","488","106","100","5","-","35","51","33","62","14","52","98","133","37","79","3","72","3","12","58","694","199","546"
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","04_30～34歳","","17","18","1,440","511","89","100","-","-","-","66","-","3","23","29","46","124","45","387","-","-","1","3","14","699","91","649"
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","05_35～39歳","","12","10","1,440","485","88","111","-","73","2","159","-","44","33","17","162","202","-","41","-","-","6","-","16","683","311","446"
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","06_40～44歳","","19","49","1,440","447","92","111","-","-","146","90","-","15","40","17","254","125","23","12","10","-","5","22","30","650","292","498"
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","07_45～49歳","","22","23","1,440","499","108","104","-","-","-","85","18","-","58","39","202","60","33","74","-","26","14","69","50","711","162","567"
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","08_50～54歳","","22","22","1,440","544","92","114","-","-","-","85","0","-","58","43","215","101","5","23","1","3","13","112","31","749","144","547"
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","09_55～59歳","","11","6","1,440","503","110","100","9","-","10","144","34","6","34","23","142","102","26","20","19","8","4","-","148","712","237","490"
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","10_60～64歳","","14","8","1,440","441","115","111","-","0","2","89","47","1","134","56","93","73","20","56","3","122","24","7","45","667","274","499"
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","11_65～69歳","","29","16","1,440","434","83","130","-","1","-","264","12","1","38","41","176","86","6","60","25","27","12","9","34","647","317","476"
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","12_70～74歳","","18","20","1,440","471","121","115","-","4","-","105","7","3","30","51","219","123","23","87","14","19","13","29","5","708","149","583"
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","13_75～79歳","","16","14","1,440","474","73","136","-","-","3","97","49","-","36","30","202","205","13","23","20","-","36","19","24","683","185","571"
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","14_80～84歳","","17","12","1,440","511","127","129","-","-","1","124","3","10","20","11","192","204","3","26","22","28","1","18","9","767","157","516"
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","15_85歳以上","","9","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","R1_(再掲)20歳以上","","241","242","1,440","499","98","106","1","2","14","96","13","16","35","37","155","141","17","86","7","22","12","36","45","703","178","559"
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","R3_(再掲)65歳以上","","89","71","1,440","483","93","117","-","2","1","144","17","4","30","38","191","157","11","52","19","19","25","19","18","693","198","549"
"総平均時間","2_平日","2_女","2016年","23_その他","22_１～３時間未満","R4_(再掲)75歳以上","","42","35","1,440","519","85","112","-","1","2","135","25","5","26","21","185","199","7","23","16","10","36","19","15","716","193","531"
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","00_総数","","123","115","1,440","481","114","109","6","1","12","77","2","11","25","43","182","125","44","112","5","-","29","20","40","705","135","600"
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","01_15～19歳","","8","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","02_20～24歳","","18","24","1,440","479","104","98","21","11","22","23","-","-","22","81","51","149","83","211","2","-","47","21","14","681","100","659"
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","03_25～29歳","","24","18","1,440","483","100","99","-","-","60","48","-","69","24","52","143","89","55","51","2","-","49","25","91","682","201","557"
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","04_30～34歳","","18","22","1,440","470","77","92","-","-","3","124","-","-","33","43","257","180","12","77","3","-","17","-","52","639","159","642"
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","05_35～39歳","","9","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","06_40～44歳","","8","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","07_45～49歳","","3","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","08_50～54歳","","7","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","09_55～59歳","","6","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","10_60～64歳","","2","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","11_65～69歳","","4","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","12_70～74歳","","1","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","13_75～79歳","","9","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","14_80～84歳","","2","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","15_85歳以上","","4","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","R1_(再掲)20歳以上","","115","111","1,440","479","116","111","6","1","10","79","3","12","25","44","184","126","45","108","5","-","30","16","40","705","136","599"
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","R3_(再掲)65歳以上","","20","19","1,440","480","156","145","-","-","1","78","1","1","8","12","281","84","12","76","17","-","29","47","13","780","90","570"
"総平均時間","2_平日","2_女","2016年","23_その他","23_３～６時間未満","R4_(再掲)75歳以上","","15","7","1,440","504","137","95","-","-","2","47","-","1","11","90","267","45","6","58","8","-","51","104","13","736","61","643"
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","00_総数","","78","107","1,440","555","80","81","4","2","14","81","3","9","32","11","154","144","15","159","1","-","44","10","43","716","144","580"
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","01_15～19歳","","14","14","1,440","519","96","97","23","-","80","26","-","4","45","6","74","316","9","109","-","-","18","-","19","712","178","550"
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","02_20～24歳","","18","31","1,440","574","77","90","-","-","-","35","2","19","13","7","90","148","36","120","-","-","133","87","8","741","69","629"
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","03_25～29歳","","14","28","1,440","580","104","62","1","-","1","91","4","2","30","14","112","89","16","215","-","-","59","-","59","746","130","564"
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","04_30～34歳","","11","7","1,440","463","54","91","-","-","-","86","-","-","28","14","130","61","6","489","10","-","4","1","4","608","114","718"
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","05_35～39歳","","4","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","06_40～44歳","","4","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","07_45～49歳","","1","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","08_50～54歳","","8","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","09_55～59歳","","3","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","10_60～64歳","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","11_65～69歳","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","12_70～74歳","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","13_75～79歳","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","14_80～84歳","","1","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","15_85歳以上","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","R1_(再掲)20歳以上","","64","92","1,440","554","84","79","1","2","1","92","3","9","31","12","171","113","17","166","1","-","49","12","42","716","140","584"
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","R3_(再掲)65歳以上","","1","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","24_６～12時間未満","R4_(再掲)75歳以上","","1","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","00_総数","","31","30","1,440","625","68","70","6","-","-","38","-","-","30","46","130","136","24","168","1","-","35","24","40","763","74","603"
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","01_15～19歳","","3","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","02_20～24歳","","9","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","03_25～29歳","","7","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","04_30～34歳","","5","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","05_35～39歳","","1","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","06_40～44歳","","3","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","07_45～49歳","","2","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","08_50～54歳","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","09_55～59歳","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","10_60～64歳","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","11_65～69歳","","1","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","12_70～74歳","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","13_75～79歳","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","14_80～84歳","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","15_85歳以上","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","R1_(再掲)20歳以上","","28","27","1,440","645","70","66","6","-","-","32","-","-","33","54","137","122","4","146","1","-","42","31","51","781","71","588"
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","R3_(再掲)65歳以上","","1","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","2_平日","2_女","2016年","23_その他","25_12時間以上","R4_(再掲)75歳以上","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","00_総数","","103,361","107,806","1,440","474","83","104","19","144","13","87","4","18","37","40","153","110","11","63","16","6","27","8","23","661","322","457"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","01_15～19歳","","5,732","6,008","1,440","505","73","90","32","51","152","7","0","1","22","38","76","138","46","95","51","3","32","3","24","668","266","506"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","02_20～24歳","","4,018","6,096","1,440","501","79","86","35","199","41","15","0","8","28","43","66","124","19","113","16","6","46","2","12","667","325","448"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","03_25～29歳","","4,429","6,345","1,440","499","77","90","25","191","9","40","1","37","35","47","67","125","14","103","8","3","45","6","16","666","338","435"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","04_30～34歳","","5,298","7,204","1,440","479","77","94","26","204","2","61","3","71","40","47","77","107","10","71","9","4","32","6","17","650","408","382"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","05_35～39歳","","6,568","8,058","1,440","471","82","97","23","192","3","81","2","64","39","48","81","107","9","63","11","5","29","7","25","651","405","384"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","06_40～44歳","","8,596","9,633","1,440","463","79","97","23","187","2","96","3","30","39","46","104","118","8","66","14","7","27","6","24","639","381","420"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","07_45～49歳","","8,262","9,205","1,440","444","81","98","24","199","3","103","4","11","39","47","132","114","8","51","15","6","27","6","28","623","383","434"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","08_50～54歳","","7,637","7,817","1,440","444","87","101","23","191","3","107","4","6","43","45","148","103","9","56","13","6","23","6","22","631","377","431"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","09_55～59歳","","8,007","7,460","1,440","437","82","104","22","192","2","106","7","4","42","45","170","97","8","46","14","7","24","7","23","622","377","441"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","10_60～64歳","","9,160","8,014","1,440","450","83","109","17","152","2","111","7","6","38","43","198","91","8","49","14","7","21","7","26","643","333","464"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","11_65～69歳","","11,467","10,074","1,440","459","84","115","11","105","1","118","6","5","40","37","225","88","9","57","18","8","22","8","25","658","285","497"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","12_70～74歳","","7,961","7,154","1,440","475","89","121","7","68","1","120","5","3","39","31","238","92","9","56","20","9","22","9","25","685","243","511"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","13_75～79歳","","6,825","6,212","1,440","493","91","124","4","48","1","117","5","2","37","24","252","100","9","49","17","8","22","12","26","708","214","518"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","14_80～84歳","","5,249","4,589","1,440","516","90","128","2","26","1","107","5","1","32","22","260","127","9","40","13","5","17","16","24","735","174","531"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","15_85歳以上","","4,152","3,937","1,440","567","99","123","1","14","0","67","5","1","18","15","256","164","6","26","5","2","12","27","30","788","107","545"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","R1_(再掲)20歳以上","","97,629","101,798","1,440","472","83","105","18","150","5","92","4","19","37","40","157","108","9","61","14","6","27","8","23","660","325","454"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","R2_(再掲)35歳以上","","83,884","82,153","1,440","467","85","109","16","138","2","104","5","14","38","39","178","106","8","53","15","7","23","9","25","660","317","462"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","R3_(再掲)65歳以上","","35,654","31,966","1,440","491","89","121","6","63","1","110","5","3","35","28","242","106","9","49","16","7","20","12","26","701","224","515"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","0_総数","R4_(再掲)75歳以上","","16,226","14,738","1,440","520","93","125","3","32","1","100","5","1","30","21","256","125","8","40","12","5","18","17","26","738","173","529"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","00_総数","","47,742","42,777","1,440","488","87","113","13","123","6","99","5","7","35","28","207","107","7","41","13","6","20","11","24","689","289","463"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","01_15～19歳","","789","746","1,440","532","84","92","26","45","211","5","0","0","22","27","86","129","40","55","37","3","17","1","28","708","310","423"
